lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_2133_translation,version_2134_translation,version_2135_translation,version_2136_translation,english_translation
κλῆρος,91,unigram,masculine,accusative,plural,μοιράστηκαν,1.2013523596909814,,μοιράστηκαν,μοιράστηκαν,,"lots (casting of lots), inheritance"
κλῆρος,1,unigram,masculine,accusative,singular,κλήρο,2.6979509983590204,κλήρο,κλήρο,κλήρο,κλῆρον,"lots (casting of lots), inheritance"
ἄνθρωπος,290,unigram,masculine,accusative,plural,ανθρώπους,8.41161772801208,ανθρώπους,ανθρώπους,ανθρώπους,ἀνθρώπους,man
ἄνθρωπος,248,unigram,masculine,accusative,singular,άνθρωπο,52.70794912835722,άνθρωπο,άνθρωπο,άνθρωπο,ἄνθρωπον,man
ἄνθρωπος,110,unigram,masculine,nominative,plural,άνθρωποι,30.28093232018779,άνθρωποι,άνθρωποι,άνθρωποι,ἄνθρωποι,man
ἄνθρωπος,167,unigram,masculine,nominative,singular,άνθρωπος,441.9508316070701,άνθρωπος,άνθρωπος,άνθρωπος,ἄνθρωπος,man
ἀνήρ,237,unigram,masculine,accusative,plural,άντρες,2.729243180124188,άνδρες,άντρες,άντρες,ἄνδρας,"man, husband"
ἀνήρ,241,unigram,masculine,accusative,singular,άντρα,16.73019687590468,άνδρα,άντρα,άντρα,ἄνδρα,"man, husband"
ἀνήρ,136,unigram,masculine,nominative,plural,άντρες,4.156733571458667,άνδρες,άντρες,άντρες,ἄνδρες,"man, husband"
ἀνήρ,228,unigram,masculine,nominative,singular,παρακαλούσε,1.2683915499317215,άνδρας,παρακαλούσε,παρακαλούσε,κάποιος,"man, husband"
μνᾶ,293,unigram,feminine,accusative,plural,νομίσματα,1.294802156056026,μνες,νομίσματα,νομίσματα,ἑκατοντάδραχμα,mina (about 100 days' wages)
μνᾶ,12,unigram,feminine,accusative,singular,παρευρισκομένους,1.2013630877021924,,παρευρισκομένους,παρευρισκομένους,,mina (about 100 days' wages)
πρωτοκαθεδρία,98,unigram,feminine,accusative,plural,,,πρωτοκαθεδρίες,,,δεῖπνα,"most important seat, seat of honour"
πρωτοκαθεδρία,33,unigram,feminine,accusative,singular,πρωτοκαθεδρία,1.1613200159490844,πρωτοκαθεδρία,,,,"most important seat, seat of honour"
μήτηρ,271,unigram,feminine,accusative,singular,μητέρα,9.782286302201928,μητέρα,μητέρα,μητέρα,μητέρα,mother
ὄρος,205,unigram,neuter,accusative,plural,βρεθούν,1.1830323938247702,φεύγουν,βρεθούν,βρεθούν,Ἰουδαίαν,mountain
ὄρος,256,unigram,neuter,accusative,singular,βουνό,5.9802107622087695,βουνό,βουνό,βουνό,ὄρος,mountain
ὄνομα,84,unigram,neuter,accusative,plural,Βοανεργές,1.1619938676668684,,,,Βοανεργές,name
ὄνομα,32,unigram,neuter,accusative,singular,όνομα,1.6075341522318929,όνομά,όνομα,όνομα,ὄνομά,name
ὄνομα,242,unigram,neuter,nominative,singular,όνομά,15.300866306697548,όνομά,όνομά,όνομά,ὄνομά,name
ἔθνος,218,unigram,neuter,accusative,plural,έθνη,4.320948823104047,έθνη,έθνη,έθνη,ἔθνη,nation
ἔθνος,182,unigram,neuter,accusative,singular,έθνος,10.057598090486959,έθνος,έθνος,έθνος,ἔθνος,nation
ἔθνος,296,unigram,neuter,nominative,plural,,,έθνη,,,ἔθνη,nation
ἔθνος,24,unigram,neuter,nominative,singular,έθνος,5.221015514217165,έθνος,έθνος,έθνος,ἔθνος,nation
νύξ,177,unigram,feminine,accusative,plural,νύχτες,11.874635963817937,νύχτες,νύχτες,νύχτες,νύχτες,night
νύξ,235,unigram,feminine,accusative,singular,νύχτα,10.76825412768,νύχτα,νύχτα,νύχτα,νύχτα,night
ὅρκος,57,unigram,masculine,accusative,plural,καλεσμένους,1.6117849052183602,,καλεσμένους,καλεσμένους,ἐλυπήθηκε,oath
ὅρκος,255,unigram,masculine,accusative,singular,,,όρκο,,,ὅρκον,oath
βοῦς,141,unigram,masculine,accusative,plural,,,πρόβατα,,,βόδια,ox
παραβολή,251,unigram,feminine,accusative,plural,παραβολές,7.759072683784307,παραβολές,παραβολές,παραβολές,,parable
παραβολή,212,unigram,feminine,accusative,singular,παραβολή,89.90852704047543,παραβολή,παραβολή,παραβολή,παραβολήν,parable
μέρος,339,unigram,neuter,accusative,plural,,,μέρη,αναχώρησε,αναχώρησε,μέρη,part
μέρος,50,unigram,neuter,accusative,singular,τιμωρούνται,1.2957977837184016,μέρος,τιμωρούνται,τιμωρούνται,μερίδιον,part
μαργαρίτης,214,unigram,masculine,accusative,plural,μαργαριτάρια,7.999389291096735,,μαργαριτάρια,μαργαριτάρια,μαργαριτάρια,pearls
τόπος,265,unigram,masculine,accusative,plural,σεισμοί,1.090388917818723,,σεισμοί,σεισμοί,σεισμοὶ,place
τόπος,289,unigram,masculine,accusative,singular,τόπο,29.53609437117114,τόπο,τόπο,τόπο,τόπον,place
πρωτοκλισία,269,unigram,feminine,accusative,plural,θέσεις,2.347967547230704,πρωτοκαθεδρίες,θέσεις,θέσεις,πρωτοκαθεδρίας,place of honor
πρωτοκλισία,34,unigram,feminine,accusative,singular,,,θέση,,,θέσιν,place of honor
ὄφις,97,unigram,masculine,accusative,singular,φίδι,9.841161863287914,φίδι,φίδι,φίδι,φίδι,poison
σκεῦος,247,unigram,neuter,accusative,singular,σκεύος,1.255508950677359,σκεύος,,,,"possession, object, thing, jar, vessel"
