lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_2144_translation,version_2145_translation,english_translation
υἱός,449,unigram,masculine,accusative,plural,Зеведейҙың,1.7015587625149766,,Зеведейҙың,son
υἱός,501,unigram,masculine,accusative,singular,Әҙәм,1.5019727981381756,,Әҙәм,son
υἱός,503,unigram,masculine,nominative,plural,балалары,1.2161449838875995,,балалары,son
υἱός,566,unigram,masculine,nominative,singular,Улы,1.6075588305648147,,Улы,son
ψυχή,615,unigram,feminine,accusative,singular,йәнен,1.913577687138207,,йәнен,"soul, life"
λίθος,626,unigram,masculine,accusative,plural,ҡулдарына,1.1238932866290727,,ҡулдарына,stone
λίθος,440,unigram,masculine,accusative,singular,таш,1.8108310861687955,,таш,stone
λίθος,511,unigram,masculine,nominative,plural,таштар,1.7538427683295874,,таштар,stone
λίθος,444,unigram,masculine,nominative,singular,таш,1.4293691271044529,,таш,stone
συναγωγή,587,unigram,feminine,accusative,plural,ғибәҙәтханаларҙа,1.494578515125317,,ғибәҙәтханаларҙа,synagogue
συναγωγή,654,unigram,feminine,accusative,singular,ғибәҙәтханаға,3.0029369784716127,,ғибәҙәтханаға,synagogue
τράπεζα,513,unigram,feminine,accusative,singular,индермәнең,1.0960768946513286,,индермәнең,table
τάλαντον,465,unigram,neuter,accusative,plural,талант,1.4212028560132315,,талант,talent (weight and monetary unit: around 20 years' wages)
τελώνης,548,unigram,masculine,nominative,plural,йыйыусылар,1.5962209130524208,,йыйыусылар,tax collector
τελώνης,466,unigram,masculine,nominative,singular,йыйыусы,1.513140055737435,,йыйыусы,tax collector
γραμματεύς,658,unigram,masculine,nominative,plural,белгестәре,1.010684651048589,,белгестәре,"teacher, expert in the law, scholar, scribe"
γραμματεύς,567,unigram,masculine,nominative,singular,белгесе,1.2708469501943376,,белгесе,"teacher, expert in the law, scholar, scribe"
κλέπτης,573,unigram,masculine,nominative,singular,ҡараҡ,1.4871633570206026,,ҡараҡ,thief
διαλογισμός,623,unigram,masculine,accusative,plural,белеп,1.2825872381031955,,белеп,"thought, argument"
διαλογισμός,517,unigram,masculine,accusative,singular,уйын,1.0960817954296525,,уйын,"thought, argument"
διαλογισμός,618,unigram,masculine,nominative,singular,кемеһенең,1.0960817954296525,,кемеһенең,"thought, argument"
χρόνος,578,unigram,masculine,accusative,singular,оҙаҡ,1.931174029573753,,оҙаҡ,time
καιρός,514,unigram,masculine,nominative,singular,ваҡытым,1.0480323933423619,,ваҡытым,"time, right time"
τάφος,539,unigram,masculine,accusative,singular,ҡәберҙе,1.9577254290516817,,ҡәберҙе,"tomb, grave"
